Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Euro Standard,Noise Level dB(A),Emissions CO [g/km],Emissions HC [g/km],Emissions NOx [g/km],Emissions HC+NOx [g/km],Emissions Particulates [g/km],
MITSUBISHI,"Lancer Sportback, Model Year 2009 on",GS2 1.5,5MT,1499,Petrol,8.3,5.6,6.6,34.0,50.4,42.8,156,1695,4,73.0,0.495,0.070,0.020,,,
MITSUBISHI,"Lancer Sportback, Model Year 2009 on",GS2 1.8,5MT,1798,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,188,2027,4,72.0,0.413,0.051,0.025,,,
MITSUBISHI,"Lancer Sportback, Model Year 2009 on",GS2 1.8,CVT,1798,Petrol,11.1,6.2,8.0,25.4,45.6,35.3,191,2055,4,71.0,0.301,0.066,0.037,,,
MITSUBISHI,"Lancer Sportback, Model Year 2009 on",GS2 2.0,6MT,1968,Diesel,8.3,5.1,6.3,34.0,55.4,44.8,165,1693,4,73.0,0.150,,0.183,0.216,0.001,
MITSUBISHI,"Lancer Sportback, Model Year 2009 on",GS3,5MT,1798,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,188,2027,4,72.0,0.413,0.051,0.025,,,
MITSUBISHI,"Lancer Sportback, Model Year 2009 on",GS3,6MT,1968,Diesel,8.6,5.3,6.5,32.8,53.3,43.5,170,1743,4,73.0,0.048,,0.194,0.218,0.020,
MITSUBISHI,"Lancer Sportback, Model Year 2009 on",GS3 with DPF,6MT,1968,Diesel,8.5,5.2,6.4,33.2,54.3,44.1,173,1719,4,73.0,0.048,,0.194,0.218,0.002,
MITSUBISHI,"Lancer Sportback, Model Year 2009 on",GS3,CVT,1798,Petrol,11.4,6.5,8.3,24.8,43.5,34.0,198,2134,4,71.0,0.301,0.066,0.037,,,
MITSUBISHI,"Lancer Sportback, Model Year 2009 on",GS4,5MT,1798,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,188,2027,4,72.0,0.413,0.051,0.025,,,
MITSUBISHI,"Lancer Sportback, Model Year 2009 on",GS4,6MT,1968,Diesel,8.6,5.3,6.5,32.8,53.3,43.5,170,1743,4,73.0,0.048,,0.194,0.218,0.020,
MITSUBISHI,"Lancer Sportback, Model Year 2009 on",GS4 with DPF,6MT,1968,Diesel,8.5,5.2,6.4,33.2,54.3,44.1,173,1719,4,73.0,0.048,,0.194,0.218,0.002,
MITSUBISHI,"Lancer Sportback, Model Year 2009 on",GS4,CVT,1798,Petrol,11.4,6.5,8.3,24.8,43.5,34.0,198,2134,4,71.0,0.301,0.066,0.037,,,
MITSUBISHI,"Lancer Ralliart, Model Year 2009",GS,AT,1968,Petrol,13.9,8.1,10.2,20.3,34.9,27.7,243,2619,4,70.0,0.410,0.038,0.026,,,
MITSUBISHI,"Lancer Ralliart, Model Year 2009",GSR,AT,1968,Petrol,13.9,8.1,10.2,20.3,34.9,27.7,243,2619,4,70.0,0.410,0.038,0.026,,,
MITSUBISHI,Grandis,2.0,6MT,1968,Diesel,8.4,5.6,6.6,33.6,50.4,42.8,176,1772,4,74.0,0.098,,0.184,0.226,0.020,
MITSUBISHI,Outlander,Equippe,6MT,1968,Diesel,8.4,5.5,6.6,33.6,51.4,42.8,174,1772,4,76.0,0.127,,0.227,0.265,0.023,
MITSUBISHI,Outlander,Warrior,6MT,1968,Diesel,8.8,5.9,6.9,32.1,47.9,40.9,183,1854,4,76.0,0.150,,0.172,0.214,0.015,
MITSUBISHI,Outlander,Elegance,6MT,1968,Diesel,8.8,5.9,6.9,32.1,47.9,40.9,183,1854,4,76.0,0.150,,0.172,0.214,0.015,
MITSUBISHI,Outlander,Elegance,CVT,2360,Petrol,12.6,7.5,9.3,22.4,37.7,30.4,222,2387,4,71.0,0.464,0.060,0.016,,,
MITSUBISHI,Outlander,Diamond,6MT,2179,Diesel,9.6,6.0,7.3,29.2,47.1,38.7,194,1959,4,76.0,0.186,,0.196,0.226,0.001,
MITSUBISHI,Outlander,SE,6MT,1968,Diesel,8.8,5.9,6.9,32.1,47.9,40.9,183,1854,4,72.0,0.015,,0.172,0.214,0.015,
MITSUBISHI,Outlander,GSE,6MT,1968,Diesel,8.8,5.9,6.9,32.1,47.9,40.9,183,1854,4,72.0,0.015,,0.172,0.214,0.015,
MITSUBISHI,"Shogun, Model Year 2007 on",Elegance LWB,5AT,3200,Diesel,9.7,7.3,8.2,29.1,38.7,34.4,224,2204,4,70.0,0.019,,0.276,0.296,0.023,
MITSUBISHI,"Shogun, Model Year 2007 on",Equippe SWB,5MT,3200,Diesel,9.8,7.0,8.0,28.8,40.4,35.3,211,2148,4,74.0,0.038,,0.286,0.332,0.050,
MITSUBISHI,"Shogun, Model Year 2007 on",Equippe SWB,5AT,3200,Diesel,9.7,7.2,8.1,29.1,39.2,34.9,214,2173,4,70.0,0.019,,0.276,0.296,0.023,
MITSUBISHI,"Shogun, Model Year 2007 on",Equippe LWB,5MT,3200,Diesel,9.8,7.0,8.0,28.8,40.4,35.3,212,2148,4,74.0,0.038,,0.286,0.332,0.050,
MITSUBISHI,"Shogun, Model Year 2007 on",Equippe LWB,5AT,3200,Diesel,10.5,7.3,8.5,26.9,38.7,33.2,224,2284,4,70.0,0.019,,0.276,0.296,0.023,
MITSUBISHI,"Shogun, Model Year 2007 on",Diamond LWB,5AT,3200,Diesel,10.5,7.3,8.5,26.9,38.7,33.2,224,2284,4,70.0,0.019,,0.276,0.296,0.023,
MITSUBISHI,"Shogun, Model Year 2007 on",Warrior SWB,5AT,3200,Diesel,9.7,7.2,8.1,29.1,39.2,34.9,214,2173,4,70.0,0.019,,0.276,0.296,0.023,
MITSUBISHI,"Shogun, Model Year 2011",Equippe LWB,5MT,3200,Diesel,9.2,7.0,7.8,30.7,40.9,36.2,206,2095,4,74.0,0.386,,0.286,0.332,0.050,
MITSUBISHI,"Shogun, Model Year 2011",Equippe LWB,5AT,3200,Diesel,9.7,7.3,8.2,29.1,36.7,34.4,216,2204,4,72.0,0.014,,0.279,0.297,0.032,
MITSUBISHI,"Shogun, Model Year 2011",Warrior LWB,5MT,3200,Diesel,9.2,7.0,7.8,30.7,40.9,36.2,206,2095,4,74.0,0.038,,0.286,0.332,0.050,
MITSUBISHI,"Shogun, Model Year 2011",Warrior LWB,5AT,3200,Diesel,9.7,7.3,8.2,29.1,36.7,34.4,216,2204,4,72.0,0.014,,0.279,0.297,0.032,
MITSUBISHI,"Shogun, Model Year 2011",Elegance LWB,5AT,3200,Diesel,9.7,7.3,8.2,29.1,38.7,34.4,216,2204,4,70.0,0.014,,0.279,0.297,0.032,
MITSUBISHI,"Shogun, Model Year 2011",Diamond LWB,5AT,3200,Diesel,9.7,7.3,8.2,29.1,38.7,34.4,216,2204,4,72.0,0.014,,0.279,0.297,0.032,
MORGAN MOTOR COMPANY,Aero 8,Aero 8,M6,4799,Petrol,16.5,8.2,11.2,17.1,34.4,25.2,269,2879,4,74.0,0.537,0.093,0.013,,,
MORGAN MOTOR COMPANY,Aero 8,Aero 8,A6,4799,Petrol,15.9,7.8,10.8,17.8,36.2,26.2,260,2769,4,74.0,0.284,0.054,0.022,,,
MORGAN MOTOR COMPANY,4/4 1800,4/4 1800,M5,1798,Petrol,9.8,5.3,7.0,28.8,53.3,40.3,164,1800,4,74.0,0.403,0.054,0.029,,,
MORGAN MOTOR COMPANY,4/4 2000,Plus 4,M5,1999,Petrol,10.2,5.6,7.3,27.7,50.4,38.7,172,1875,4,74.0,0.429,0.056,0.008,,,
MORGAN MOTOR COMPANY,4/4 3000,Roadster,M5,2967,Petrol,14.8,6.7,9.8,19.1,42.2,28.8,225,2519,4,74.0,0.244,0.073,0.020,,,
NISSAN,Note,1.4,M5,1386,Petrol,7.3,5.1,5.9,38.7,55.4,47.9,139,1515,4,72.0,0.448,0.055,0.043,,,
NISSAN,Note,1.6,M5,1598,Petrol,8.5,5.5,6.6,33.2,51.4,42.8,149,1695,4,72.0,0.318,0.037,0.016,,,
NISSAN,Note,1.6,A4,1598,Petrol,9.1,5.4,6.8,31.0,52.3,41.5,159,1748,4,72.0,0.192,0.044,0.014,,,
NISSAN,Note,1.5 dCi,M5,1461,Diesel,5.0,4.0,4.3,56.5,70.6,65.7,115,1154,4,71.0,0.070,,0.212,0.223,0.019,
NISSAN,"Cube, Model Year 2010",1.5,M6,1461,Diesel,6.0,4.7,5.2,47.1,60.1,54.3,135,1396,4,68.7,0.200,,0.153,0.175,0.004,
NISSAN,Qashqai,1.5 4x2 dCi Pure Drive 129g,M6,1461,Diesel,5.6,4.5,4.9,50.4,62.8,57.6,129,1316,4,69.0,0.206,,0.192,0.215,0.022,
NISSAN,Qashqai,1.5 4x2 dCi ,M6,1461,Diesel,5.9,4.7,5.1,47.9,60.1,55.4,135,1369,4,69.0,0.206,,0.192,0.215,0.022,
NISSAN,Qashqai,1.6 4x2,M5,1598,Petrol,8.3,5.6,6.6,34.0,50.4,42.8,155,1695,4,70.0,0.236,0.062,0.026,,,
NISSAN,Qashqai,2.0 4x2,M6,1997,Petrol,10.4,6.3,7.8,27.2,44.8,36.2,184,2004,4,71.0,0.302,0.026,0.013,,,
NISSAN,Qashqai,2.0 4x2 ,CVT,1997,Petrol,10.1,6.2,7.6,28.0,45.6,37.2,179,1950,4,68.0,0.324,0.044,0.010,,,
NISSAN,Qashqai,2.0 4x2 dCi,M6,1995,Diesel,8.2,5.4,6.4,34.4,52.3,44.1,167,1719,4,71.0,0.134,,0.164,0.192,0.001,
NISSAN,Qashqai,2.0 4x4 ,CVT,1997,Petrol,10.6,6.5,8.0,26.6,43.5,35.3,189,2055,4,69.0,0.228,0.054,0.020,,,
NISSAN,Qashqai,2.0 4x4 dCi,M6,1995,Diesel,8.5,5.7,6.7,33.2,49.6,42.2,177,1797,4,71.0,0.134,,0.164,0.192,0.001,
NISSAN,Qashqai,2.0 4x4 dCi,A6,1995,Diesel,9.4,6.0,7.2,30.1,47.1,39.2,191,1934,4,68.0,0.297,,0.160,0.185,0.001,
NISSAN,Qashqai+2,1.5 dCi 4x2,M6,1461,Diesel,6.0,4.8,5.2,47.1,58.9,54.3,138,1396,4,69.0,0.206,,0.192,0.215,0.022,
NISSAN,Qashqai+2,1.6 4x2,5MT,1598,Petrol,8.6,5.8,6.8,32.8,48.7,41.5,159,1748,4,70.0,0.236,0.062,0.026,,,
NISSAN,Qashqai+2,2.0 4x2,M6,1997,Petrol,10.7,6.5,8.0,26.4,43.5,35.3,189,2055,4,71.0,0.032,0.026,0.013,,,
NISSAN,Qashqai+2,2.0 dCi 4x2,M6,1995,Diesel,8.3,5.5,6.5,34.0,51.4,43.5,169,1743,4,71.0,0.134,,0.164,0.192,0.001,
NISSAN,Qashqai+2,2.0 4x4,CVT,1997,Petrol,10.7,6.8,8.2,26.4,41.5,34.4,194,2109,4,69.0,0.228,0.054,0.020,,,
NISSAN,Qashqai+2,2.0 dCi 4x4,M6,1995,Diesel,8.8,5.7,6.8,32.1,49.6,41.5,179,1827,4,71.0,0.134,,0.164,0.192,0.001,
NISSAN,Qashqai+2,2.0 dCi 4x4,A6,1995,Diesel,9.9,6.3,7.6,28.5,44.8,37.2,199,2038,4,68.0,0.297,,0.160,0.185,0.001,
NISSAN,Pathfinder,2.5 dCi 190,M6,2488,Diesel,10.8,7.2,8.5,26.2,39.2,33.2,224,2284,4,71.0,0.690,,0.360,0.420,0.040,
NISSAN,Pathfinder,2.5 dCi 190,A5,2488,Diesel,12.0,7.3,9.0,23.5,38.7,31.4,238,2415,4,74.0,0.230,,0.350,0.370,0.040,
NISSAN,Primastar,2.0 dCi SWB 9 Seat Minibus,M6,1995,Diesel,9.2,6.8,7.7,30.7,41.5,36.7,203,2066,4,72.1,0.311,,0.292,0.327,0.031,
NISSAN,Primastar,2.0 dCi SWB 9 Seat Minibus ,A6,1995,Diesel,8.5,7.0,7.5,33.2,40.4,37.7,199,2011,4,68.5,0.283,,0.272,0.301,0.337,
NISSAN,Primastar,2.0 dCi LWB 9 Seat Minibus,M6,1995,Diesel,9.2,6.8,7.7,30.7,41.5,36.7,203,2066,4,72.1,0.311,,0.292,0.327,0.031,
NISSAN,Primastar,2.5 dCi SWB 9 Seat Minibus,M6,2464,Diesel,10.5,7.7,8.8,26.9,36.7,32.1,332,2362,4,74.4,0.483,,0.355,0.396,0.002,
NISSAN,Primastar,2.5 dCi LWB 9 Seat Minibus,A6,2464,Diesel,10.5,7.7,6.8,26.9,36.7,32.1,232,2362,4,74.4,0.483,,0.355,0.396,0.002,
NISSAN,"NV 200 COMBI, 2010",1.5 63kw,M5,1461,Diesel,5.8,4.8,5.2,48.7,58.5,54.3,137,1396,4,69.0,0.159,,0.221,0.249,0.017,
PERODUA,Myvi,Myvi manual,M5,1298,Petrol,7.5,4.8,5.8,37.7,58.8,48.7,137,1490,4,68.6,0.558,0.055,0.002,,,
PERODUA,Myvi,Myvi auto,A4,1298,Petrol,8.6,5.2,6.4,32.8,54.3,44.1,151,1645,4,69.5,0.452,0.060,0.001,,,
PEUGEOT,107 Facelift,1.0 (68 bhp),M5,998,Petrol,5.5,3.9,4.5,51.3,68.8,61.3,106,1184,4,71.0,0.320,0.040,0.020,,,
PEUGEOT,107 Facelift,1.0 (68 bhp),A5,998,Petrol,5.5,4.1,4.6,51.3,68.8,61.3,107,1184,4,71.0,0.380,0.050,0.010,,,
PEUGEOT,"207, From August 2009 onwards",1.4 (90 bhp),A5,1360,Petrol,7.9,5.2,6.2,35.7,54.3,45.5,146,1595,4,72.0,0.383,0.049,0.012,,,
PEUGEOT,"207, From August 2009 onwards",1.4 VTi (95 bhp),M5,1397,Petrol,8.1,5.0,6.1,34.8,56.4,46.3,145,1567,4,73.0,0.349,0.076,0.013,,,
PEUGEOT,"207, From August 2009 onwards",1.4 VTi (95 bhp) Energy Saver Tyres,M5,1397,Petrol,7.9,4.8,5.9,35.7,58.8,47.8,139,1518,4,73.0,0.349,0.076,0.013,,,
PEUGEOT,"207, From August 2009 onwards",1.6 THP (175 bhp),M5,1598,Petrol,9.9,5.7,7.2,28.5,49.5,39.2,171,1851,4,73.0,0.124,0.029,0.019,,,
PEUGEOT,"207, From August 2009 onwards",1.4 HDi (70 bhp),M5,1398,Diesel,5.7,3.7,4.4,49.5,76.3,64.1,117,1183,4,73.0,0.056,,0.182,0.193,0.018,
PEUGEOT,"207, From August 2009 onwards",1.4 HDi (70 bhp) Energy Saver Tyres,M5,1398,Diesel,5.5,3.7,4.3,51.3,76.3,65.6,115,1156,4,73.0,0.056,,0.182,0.193,0.018,
PEUGEOT,"207, From August 2009 onwards",1.6 HDi (90 bhp) 99g Economique,M5,1560,Diesel,4.6,3.3,3.8,61.3,85.5,74.3,99,1021,4,72.0,0.383,,0.211,0.253,0.023,
PEUGEOT,"207, From August 2009 onwards",1.6 HDi (90 bhp),M5,1560,Diesel,5.7,3.7,4.4,49.5,76.3,64.1,117,1183,4,72.0,0.100,,0.216,0.228,0.023,
PEUGEOT,"207, From August 2009 onwards",1.6 HDi (90 bhp) Energy Saver Tyres,M5,1560,Diesel,5.6,3.6,4.3,50.4,78.4,65.6,115,1156,4,72.0,0.100,,0.216,0.228,0.023,
PEUGEOT,"207, From August 2009 onwards",1.6 HDi FAP (110 bhp),M5,1560,Diesel,5.8,3.8,4.5,48.6,74.3,62.7,120,1209,4,75.0,0.033,,0.241,0.256,0.002,
PEUGEOT,308,1.6 HDi (90 bhp) Energy Saver Tyres,M5,1560,Diesel,5.8,3.8,4.5,48.6,74.3,62.7,120,1209,4,73.2,0.098,,0.188,0.208,0.023,
PEUGEOT,"3008, From October 2009 onwards",1.6 HDi FAP (110 bhp) Energy Saver Tyres,M6,1560,Diesel,6.5,4.4,5.1,43.4,64.1,55.3,137,1371,4,73.0,0.142,,0.174,0.201,0.001,
PEUGEOT,"3008, From October 2009 onwards",1.6 HDi FAP (110 bhp) ,A6,1560,Diesel,6.1,4.5,5.1,46.3,62.7,55.3,135,1371,4,73.0,0.144,,0.175,0.202,0.001,
PEUGEOT,"3008, From October 2009 onwards",1.6 HDi FAP (110 bhp) EGC Energy Saver Tyres,A6,1560,Diesel,5.9,4.3,4.9,47.8,65.6,57.6,129,1316,4,73.0,0.144,,0.175,0.202,0.001,
PEUGEOT,"5008, From February 2010 onwards",1.6 HDi FAP (110 bhp),M6,1560,Diesel,6.9,4.7,5.5,40.9,60.0,51.3,145,1478,4,74.7,0.095,,0.022,0.245,0.001,
PEUGEOT,"5008, From February 2010 onwards",1.6 HDi FAP (110 bhp) Energy Saver Tyres,M6,1560,Diesel,6.5,4.5,5.3,43.4,62.7,53.2,140,1425,4,74.7,0.095,,0.022,0.245,0.001,
PEUGEOT,"5008, From February 2010 onwards",1.6 HDi FAP (110 bhp),A6,1560,Diesel,6.4,4.8,5.3,44.1,58.8,53.2,140,1425,4,72.1,0.129,,0.218,0.232,0.001,
PEUGEOT,"5008, From February 2010 onwards",1.6 HDi FAP (110 bhp) Energy Saver Tyres,A6,1560,Diesel,6.2,4.5,5.1,45.5,62.7,55.3,135,1371,4,72.1,0.129,,0.218,0.232,0.001,
PEUGEOT,"Bipper Tepee, From September 2009 onwards",1.4 HDi (70 bhp),M5,1399,Diesel,5.7,3.8,4.5,49.5,74.3,62.7,119,1209,4,71.0,0.143,,0.213,0.227,0.000,
PEUGEOT,Partner Tepee,1.6 HDi (75 bhp),M5,1560,Diesel,7.0,5.0,5.7,40.3,56.4,49.5,149,1532,4,72.1,0.121,,0.188,0.204,0.022,
PEUGEOT,Partner Tepee,1.6 HDi (90 bhp),M5,1560,Diesel,7.0,5.0,5.7,40.3,56.4,49.5,149,1532,4,73.7,0.132,,0.201,0.222,0.024,
PEUGEOT,Partner Tepee,1.6 HDi (110 bhp),M5,1560,Diesel,6.8,4.9,5.6,41.5,57.6,50.4,147,1505,4,73.5,0.111,,0.202,0.226,0.002,
PEUGEOT,Expert Tepee,1.6 HDi (90 bhp) ,M5,1560,Diesel,8.3,6.8,7.3,34.0,41.5,38.7,194,1959,4,74.4,0.250,,0.326,0.356,0.035,
PEUGEOT,Expert Tepee,1.6 HDi (90 bhp) from April 2011 production,M5,1997,Diesel,6.6,6.6,7.2,34.8,42.8,39.2,189,1934,4,74.0,0.250,,0.326,0.356,0.035,
PEUGEOT,Expert Tepee,2.0 HDi (120 bhp) ,M6,1997,Diesel,8.8,6.5,7.3,32.1,43.4,38.7,194,1959,4,74.9,0.438,,0.282,0.319,0.053,
PEUGEOT,Expert Tepee,2.0 HDi (120 bhp) from April 2011 production,M6,1997,Diesel,8.7,6.4,7.2,32.4,44.1,39.2,189,1934,4,74.9,0.438,,0.282,0.319,0.053,
PORSCHE,911,GT2 RS Manual,M6,3600,Petrol,17.9,8.7,11.9,15.8,32.5,23.7,284,3061,4,75.0,0.464,0.063,0.031,,,
PROTON,GEN-2,1.3,MT,1332,Petrol,10.2,5.0,6.9,27.7,56.5,40.9,164,1774,4,71.0,0.380,0.070,0.010,,,
PROTON,GEN-2,1.6,MT,1597,Petrol,10.1,5.6,7.2,28.0,50.5,39.2,172,1851,4,73.0,0.690,0.060,0.020,,,
PROTON,GEN-2,1.6 Auto,4AT,1597,Petrol,9.8,6.1,7.4,28.8,46.3,38.2,176,1899,4,71.0,0.250,0.080,0.060,,,
PROTON,GEN-2 Persona,1.6,5MT,1597,Petrol,10.2,4.5,6.6,27.7,62.8,42.8,157,1695,4,72.0,0.260,0.060,0.040,,,
PROTON,GEN-2 Persona,1.6 Auto,4AT,1597,Petrol,10.1,4.7,6.7,28.0,60.1,42.2,160,1719,4,73.0,0.250,0.080,0.060,,,
PROTON,Savvy,1.2,5MT,1149,Petrol,7.7,4.6,5.7,36.7,61.4,49.6,134,1463,4,72.0,0.200,0.060,0.050,,,
PROTON,Savvy,1.2 Auto,5AT,1149,Petrol,7.7,4.5,5.7,36.7,62.8,49.6,134,1463,4,71.0,0.200,0.060,0.030,,,
PROTON,Satria Neo,1.3,5MT,1332,Petrol,10.6,5.0,7.1,26.7,56.5,39.8,168,1823,4,73.0,0.500,0.060,0.030,,,
PROTON,Satria Neo,1.6,5MT,1597,Petrol,10.1,4.6,6.6,28.0,61.4,42.8,157,1695,4,72.0,0.500,0.060,0.050,,,
PROTON,Satria Neo,1.6 Auto,4AT,1597,Petrol,10.6,5.6,7.4,26.7,50.5,38.2,177,1899,4,71.0,0.370,0.090,0.040,,,
RENAULT,Clio,1.2 16V 75,M5,1149,Petrol,7.6,4.9,5.9,37.2,57.6,47.9,139,1515,4,73.2,0.425,0.058,0.018,,,
RENAULT,Clio,1.6 VVT 111 Auto,A4,1598,Petrol,10.0,6.1,7.5,28.3,46.3,37.7,179,1925,4,70.6,0.598,0.068,0.020,,,
RENAULT,Clio,1.6 VVT 128,M6,1598,Petrol,8.9,5.6,6.9,31.7,50.4,40.9,160,1774,4,72.3,0.482,0.092,0.045,,,
RENAULT,Clio,Renault Sport 200,M6,1998,Petrol,11.3,6.4,8.3,25.0,44.1,34.0,195,2134,4,74.7,0.466,0.068,0.047,,,
RENAULT,Clio,1.5 dCi 86,M5,1461,Diesel,5.2,3.9,4.3,54.3,72.4,65.7,115,1154,4,71.6,0.256,,0.224,0.243,0.018,
RENAULT,Clio,1.5 dCi 106,M6,1461,Diesel,5.7,4.1,4.6,49.6,68.9,61.4,123,1235,4,70.0,0.408,,0.245,0.280,0.025,
RENAULT,Clio,dCi 86 98g,M5,1461,Diesel,4.5,3.3,3.7,62.8,86.6,76.3,98,994,4,73.7,0.256,,0.224,0.243,0.018,
RENAULT,Modus,1.2 16V 75,M5,1149,Petrol,7.6,4.9,5.9,37.2,57.6,47.9,139,1515,4,71.0,0.355,0.090,0.031,,,
RENAULT,Modus,1.6 16V 111 Auto,A5,1598,Petrol,10.2,6.1,7.6,27.7,46.3,37.2,179,1950,4,70.0,0.206,0.054,0.019,,,
RENAULT,Modus,1.2 TCe 100,M5,1149,Petrol,7.6,5.0,5.9,37.2,56.5,47.9,140,1515,4,70.1,0.439,0.059,0.035,,,
RENAULT,Modus,1.5 dCi 68,M5,1461,Diesel,5.6,4.2,4.7,50.4,67.3,60.1,125,1262,4,71.1,0.420,,0.233,0.274,0.019,
RENAULT,Modus,1.5 dCi 86,M5,1461,Diesel,5.0,4.0,4.3,56.5,70.6,65.7,114,1154,4,70.7,0.233,,0.168,0.184,0.024,
RENAULT,Modus,1.5 dCi 86 Quickshift 5,A5,1461,Diesel,5.2,4.1,4.5,54.3,68.9,62.8,119,1207,4,68.8,0.140,,0.247,0.263,0.020,
RENAULT,Modus,1.5 dCi 106,M6,1461,Diesel,5.6,4.2,4.7,50.4,67.3,60.1,124,1262,4,71.9,0.307,,0.248,0.278,0.024,
RENAULT,"Wind Roadster, 2010",1.6 VVT 133,M5,1598,Petrol,9.1,5.7,7.0,31.0,49.6,40.4,162,1796,4,73.1,0.382,0.064,0.044,,,
